latitude,longitude,depth,datetime,magnitude,event_id
48.83,156.54,14,2015-10-14T05:43:14,5.98,20151014_054314.a
-40.69,176.47,24,2015-10-12T08:05:07,5.56,20151012_080507.a
-31.28,-71.96,32,2015-10-12T03:15:24,5.55,20151012_031524.a
-54.61,-136.11,13,2015-10-11T00:58:31,6.06,20151011_005831.a
51.86,-179.04,92,2015-10-05T17:35:57,5.65,20151005_173557.a
-30.36,-71.78,43,2015-10-05T16:33:30,5.88,20151005_163330.a
-30.33,-71.75,42,2015-10-03T06:27:00,5.88,20151003_062700.a
-37.57,-73.71,22,2015-10-03T06:03:48,5.73,20151003_060348.a
-56.68,-142.49,24,2015-09-26T21:40:41,6.0,20150926_214041.a
-30.88,-71.62,52,2015-09-26T02:51:22,6.27,20150926_025122.a
-10.17,160.67,24,2015-09-24T15:57:01,5.95,20150924_155701.a
-0.62,131.23,19,2015-09-24T15:53:33,6.58,20150924_155333.a
50.56,-130.42,12,2015-09-24T13:49:00,5.75,20150924_134900.a
-31.58,-71.39,64,2015-09-22T07:13:04,6.05,20150922_071304.a
-31.94,-71.87,42,2015-09-21T19:56:13,5.73,20150921_195613.a
-31.14,-72.02,39,2015-09-21T18:36:57,5.79,20150921_183657.a
-31.77,-71.81,39,2015-09-21T17:40:06,6.59,20150921_174006.a
-31.66,-71.84,38,2015-09-21T05:39:39,6.1,20150921_053939.a
-30.71,-72.18,23,2015-09-19T13:09:05,5.6,20150919_130905.a
-32.34,-72.05,20,2015-09-19T12:52:26,6.22,20150919_125226.a
-31.2,-71.86,37,2015-09-19T09:07:13,5.78,20150919_090713.a
-29.73,-72.3,12,2015-09-19T05:06:51,5.95,20150919_050651.a
15.38,-45.81,12,2015-09-18T15:59:45,5.99,20150918_155945.a
-32.31,-72.3,13,2015-09-18T09:10:52,6.1,20150918_091052.a
-32.23,-72.28,18,2015-09-17T13:32:34,5.93,20150917_133234.a
-32.27,-72.41,22,2015-09-17T12:14:45,5.86,20150917_121445.a
-31.65,-71.94,37,2015-09-17T04:10:36,6.76,20150917_041036.a
-31.79,-71.95,36,2015-09-16T23:18:52,7.1,20150916_231852.a
-31.13,-72.09,17,2015-09-16T22:55:22,8.27,20150916_225522.a
-6.2,151.53,13,2015-09-16T14:03:28,6.02,20150916_140328.a
2.01,126.47,33,2015-09-16T07:41:02,6.32,20150916_074102.a
25.09,-109.53,15,2015-09-13T08:14:16,6.6,20150913_081416.a
25.01,-109.45,20,2015-09-13T07:57:38,5.62,20150913_075738.a
-6.28,147.38,37,2015-09-12T22:16:13,5.52,20150912_221613.a
-32.65,-177.8,14,2015-09-12T20:32:30,5.77,20150912_203230.a
-5.97,146.72,39,2015-09-11T21:19:23,5.51,20150911_211923.a
51.97,-169.48,15,2015-09-10T10:26:48,5.99,20150910_102648.a
-49.6,-116.47,14,2015-09-09T07:05:49,5.71,20150909_070549.a
-33.11,-178.11,21,2015-09-08T08:19:59,5.53,20150908_081959.a
14.66,-94.2,12,2015-09-08T08:03:58,5.78,20150908_080358.a
-33.07,-178.15,18,2015-09-08T06:48:36,5.74,20150908_064836.a
-32.94,-177.76,14,2015-09-07T14:06:33,5.9,20150907_140633.a
-32.83,-177.73,12,2015-09-07T09:14:04,6.18,20150907_091404.a
49.34,155.98,46,2015-09-05T13:16:11,5.85,20150905_131611.a
51.39,-174.27,17,2015-09-05T07:00:04,5.55,20150905_070004.a
2.2,126.56,44,2015-09-03T13:24:01,5.51,20150903_132401.a
31.16,141.8,12,2015-09-01T15:25:13,5.84,20150901_152513.a
-57.57,-25.17,49,2015-08-26T13:51:40,5.73,20150826_135140.a
-29.59,-71.53,46,2015-08-23T23:10:10,5.7,20150823_231010.a
12.91,-90.68,14,2015-08-23T04:48:47,5.52,20150823_044847.a
0.63,126.5,72,2015-08-20T11:00:11,5.81,20150820_110011.a
13.82,51.59,20,2015-08-17T16:16:59,5.7,20150817_161659.a
22.03,146.8,12,2015-08-17T14:42:37,5.66,20150817_144237.a
51.6,-175.07,41,2015-08-15T20:16:23,5.64,20150815_201623.a
-10.78,163.71,21,2015-08-15T07:47:12,6.42,20150815_074712.a
21.17,-45.73,12,2015-08-14T18:03:04,5.58,20150814_180304.a
-27.19,-175.64,15,2015-08-14T13:28:07,5.56,20150814_132807.a
23.89,122.36,34,2015-08-13T14:08:04,5.54,20150813_140804.a
-36.86,78.34,12,2015-08-13T11:28:20,5.58,20150813_112820.a
-36.79,78.49,12,2015-08-13T10:39:59,5.96,20150813_103959.a
-9.32,157.71,15,2015-08-12T18:49:30,6.49,20150812_184930.a
-9.32,157.78,18,2015-08-12T18:19:21,5.64,20150812_181921.a
-31.84,-71.79,38,2015-08-12T00:14:44,5.5,20150812_001444.a
-27.08,-175.76,16,2015-08-10T19:19:37,5.55,20150810_191937.a
-19.62,-174.47,109,2015-08-10T07:43:46,5.64,20150810_074346.a
-9.31,157.87,12,2015-08-10T04:24:34,5.87,20150810_042434.a
-9.35,158.07,12,2015-08-10T04:12:19,6.6,20150810_041219.a
-27.22,-175.75,12,2015-08-09T04:46:35,5.75,20150809_044635.a
-18.17,-174.2,15,2015-08-07T14:22:18,5.7,20150807_142218.a
1.09,-85.37,15,2015-08-07T13:48:35,5.56,20150807_134835.a
1.0,-85.37,15,2015-08-07T12:18:50,5.59,20150807_121850.a
-2.11,28.76,31,2015-08-07T01:28:40,5.55,20150807_012840.a
-2.02,28.71,15,2015-08-07T01:25:03,5.78,20150807_012503.a
-57.03,-141.34,23,2015-07-30T18:51:11,5.63,20150730_185111.a
-27.08,-176.01,17,2015-07-30T07:42:30,5.53,20150730_074230.a
-25.18,154.31,12,2015-07-29T23:41:43,5.5,20150729_234143.a
8.24,-77.32,23,2015-07-29T00:10:27,5.93,20150729_001027.a
-2.53,138.44,41,2015-07-27T21:41:31,6.97,20150727_214131.a
52.1,-169.19,31,2015-07-27T07:40:47,5.86,20150727_074047.a
52.21,-169.42,27,2015-07-27T04:49:52,6.9,20150727_044952.a
-18.19,-174.2,13,2015-07-26T22:42:21,5.87,20150726_224221.a
-9.45,112.82,44,2015-07-26T07:05:09,5.9,20150726_070509.a
-0.6,-21.05,25,2015-07-23T03:56:56,5.62,20150723_035656.a
-35.45,-104.83,18,2015-07-20T11:08:24,5.8,20150720_110824.a
-10.35,165.1,12,2015-07-18T02:27:40,6.93,20150718_022740.a
13.92,-58.38,19,2015-07-16T15:16:37,6.45,20150716_151637.a
13.91,-58.36,17,2015-07-16T11:01:49,5.71,20150716_110149.a
-9.4,158.33,15,2015-07-10T04:12:47,6.7,20150710_041247.a
40.43,141.44,87,2015-07-09T18:32:52,5.58,20150709_183252.a
13.1,-90.66,27,2015-07-09T13:26:05,5.58,20150709_132605.a
-13.43,-111.26,15,2015-07-07T16:08:09,5.71,20150707_160809.a
-13.36,-112.23,15,2015-07-07T07:01:45,5.87,20150707_070145.a
-35.53,-179.25,28,2015-07-07T06:21:07,5.62,20150707_062107.a
-35.34,-179.28,26,2015-07-07T05:35:21,5.59,20150707_053521.a
43.93,148.12,54,2015-07-07T05:10:31,6.31,20150707_051031.a
-20.76,-174.32,48,2015-07-06T12:24:11,5.8,20150706_122411.a
-56.7,-142.43,20,2015-07-06T03:50:59,5.5,20150706_035059.a
10.08,126.25,44,2015-07-03T06:43:24,6.11,20150703_064324.a
11.41,95.09,15,2015-07-03T03:16:38,5.53,20150703_031638.a
37.58,78.14,16,2015-07-03T01:07:50,6.42,20150703_010750.a
-10.97,162.47,22,2015-07-01T19:35:26,5.93,20150701_193526.a
-60.69,-35.19,12,2015-07-01T18:24:45,5.51,20150701_182445.a
-52.01,159.56,12,2015-07-01T14:30:25,5.6,20150701_143025.a
-5.6,151.61,48,2015-06-30T03:39:33,5.98,20150630_033933.a
-16.09,-74.51,38,2015-06-29T09:09:21,5.85,20150629_090921.a
28.83,34.62,28,2015-06-27T15:34:03,5.56,20150627_153403.a
-32.22,-177.65,14,2015-06-25T18:46:04,5.86,20150625_184604.a
-60.0,-25.82,44,2015-06-20T05:32:12,5.67,20150620_053212.a
-36.35,-74.1,12,2015-06-20T02:10:13,6.41,20150620_021013.a
-35.38,-16.4,22,2015-06-17T12:51:49,6.91,20150617_125149.a
-9.62,125.12,19,2015-06-15T17:41:00,5.81,20150615_174100.a
-24.6,-175.73,31,2015-06-13T03:17:27,5.56,20150613_031727.a
-15.54,-172.69,51,2015-06-12T11:07:13,6.0,20150612_110713.a
39.61,143.52,25,2015-06-11T04:51:28,5.65,20150611_045128.a
39.65,143.54,19,2015-06-11T04:45:33,5.67,20150611_044533.a
39.66,143.64,22,2015-06-10T08:33:14,5.7,20150610_083314.a
-56.45,-143.13,24,2015-06-09T00:16:50,5.58,20150609_001650.a
-15.09,-172.76,12,2015-06-08T15:01:12,5.51,20150608_150112.a
41.49,142.24,54,2015-06-08T06:01:14,6.06,20150608_060114.a
-36.93,78.21,12,2015-06-05T14:54:04,5.54,20150605_145404.a
6.17,116.65,12,2015-06-04T23:15:46,5.99,20150604_231546.a
44.38,-130.23,13,2015-06-01T20:11:32,5.93,20150601_201132.a
44.35,-130.13,15,2015-06-01T06:52:43,5.8,20150601_065243.a
30.8,143.0,18,2015-05-30T18:49:12,6.23,20150530_184912.a
-15.69,-173.19,70,2015-05-30T17:18:46,5.98,20150530_171846.a
-47.34,100.19,14,2015-05-29T08:40:18,5.86,20150529_084018.a
56.71,-156.52,81,2015-05-29T07:00:13,6.8,20150529_070013.a
-58.99,-24.62,30,2015-05-26T23:51:34,5.62,20150526_235134.a
-58.97,-24.51,31,2015-05-26T23:41:45,5.65,20150526_234145.a
-0.29,135.78,12,2015-05-26T16:42:36,5.76,20150526_164236.a
-59.98,-25.82,46,2015-05-24T21:06:47,5.75,20150524_210647.a
-19.4,-176.05,16,2015-05-24T14:39:05,6.26,20150524_143905.a
-16.78,-14.1,12,2015-05-24T04:53:28,6.31,20150524_045328.a
-5.02,152.62,44,2015-05-23T19:28:21,5.83,20150523_192821.a
-10.97,163.22,15,2015-05-22T23:59:40,6.86,20150522_235940.a
-10.9,163.54,15,2015-05-22T21:45:26,6.95,20150522_214526.a
-10.0,160.4,14,2015-05-21T19:33:01,5.66,20150521_193301.a
-10.78,163.91,19,2015-05-20T22:49:04,6.79,20150520_224904.a
2.02,126.26,34,2015-05-20T17:20:47,5.55,20150520_172047.a
-54.53,-132.39,15,2015-05-19T15:25:29,6.62,20150519_152529.a
-18.56,168.39,56,2015-05-19T13:55:00,5.84,20150519_135500.a
-7.29,154.4,13,2015-05-18T17:04:58,5.68,20150518_170458.a
-41.48,80.25,12,2015-05-18T04:02:48,5.73,20150518_040248.a
-12.13,165.55,22,2015-05-17T08:52:42,5.64,20150517_085242.a
38.89,142.29,44,2015-05-12T21:13:06,6.81,20150512_211306.a
27.37,86.35,20,2015-05-12T07:36:59,6.13,20150512_073659.a
27.67,86.08,12,2015-05-12T07:05:27,7.23,20150512_070527.a
31.09,142.05,12,2015-05-10T21:25:51,5.85,20150510_212551.a
14.8,-94.16,12,2015-05-10T00:50:20,5.53,20150510_005020.a
-6.03,151.64,19,2015-05-09T11:14:30,5.61,20150509_111430.a
-6.39,149.94,41,2015-05-08T07:52:10,5.92,20150508_075210.a
1.58,97.72,32,2015-05-08T03:12:22,5.74,20150508_031222.a
-7.36,154.49,12,2015-05-07T07:10:33,6.98,20150507_071033.a
-5.78,152.18,26,2015-05-05T08:17:01,5.84,20150505_081701.a
-5.32,152.1,38,2015-05-05T01:44:26,7.46,20150505_014426.a
-61.36,154.03,17,2015-05-04T12:24:14,5.72,20150504_122414.a
-44.42,168.73,14,2015-05-04T02:29:15,5.55,20150504_022915.a
-5.69,151.89,34,2015-05-03T23:41:00,5.83,20150503_234100.a
-5.76,151.88,24,2015-05-03T22:32:47,5.92,20150503_223247.a
31.47,139.94,12,2015-05-02T16:50:49,5.72,20150502_165049.a
-5.47,151.76,49,2015-05-01T08:06:10,6.74,20150501_080610.a
-5.58,151.83,38,2015-04-30T10:45:09,6.61,20150430_104509.a
-60.74,-26.44,15,2015-04-30T10:19:15,5.67,20150430_101915.a
-8.33,-80.16,26,2015-04-26T23:35:32,5.72,20150426_233532.a
27.56,85.95,21,2015-04-26T07:09:20,6.7,20150426_070920.a
27.86,84.93,21,2015-04-25T06:45:29,6.66,20150425_064529.a
27.91,85.33,12,2015-04-25T06:11:58,7.88,20150425_061158.a
51.69,-130.85,12,2015-04-24T13:56:21,6.23,20150424_135621.a
-42.02,173.07,48,2015-04-24T03:36:47,6.0,20150424_033647.a
-12.07,166.33,94,2015-04-22T22:57:20,6.25,20150422_225720.a
23.84,122.44,35,2015-04-20T12:00:02,6.03,20150420_120002.a
23.88,122.4,36,2015-04-20T11:45:15,5.89,20150420_114515.a
-5.91,102.36,30,2015-04-20T09:05:38,5.78,20150420_090538.a
23.96,122.31,34,2015-04-20T01:43:00,6.36,20150420_014300.a
-15.9,-178.51,16,2015-04-17T15:52:59,6.47,20150417_155259.a
35.03,26.85,24,2015-04-16T18:07:48,6.12,20150416_180748.a
-14.99,-173.06,15,2015-04-14T08:14:03,5.69,20150414_081403.a
2.21,126.52,36,2015-04-11T05:00:45,5.61,20150411_050045.a
-13.71,65.74,19,2015-04-10T16:23:08,5.71,20150410_162308.a
-15.25,-173.17,43,2015-04-07T00:46:26,6.3,20150407_004626.a
-5.79,152.8,12,2015-04-05T20:51:45,5.52,20150405_205145.a
-6.45,147.73,37,2015-04-03T21:18:00,5.91,20150403_211800.a
-10.54,-78.03,26,2015-04-01T16:45:25,5.51,20150401_164525.a
-5.07,152.43,47,2015-03-31T12:18:30,5.99,20150331_121830.a
-5.05,152.46,42,2015-03-31T12:15:25,5.65,20150331_121525.a
-11.0,162.36,38,2015-03-31T12:10:45,5.66,20150331_121045.a
-15.53,-172.64,20,2015-03-30T18:02:19,5.77,20150330_180219.a
-39.25,77.98,12,2015-03-30T10:34:57,5.87,20150330_103457.a
-15.37,-172.65,17,2015-03-30T08:48:34,6.44,20150330_084834.a
-15.3,-172.68,14,2015-03-30T08:18:09,6.3,20150330_081809.a
-15.26,-172.77,18,2015-03-30T07:57:02,6.01,20150330_075702.a
-5.18,152.59,38,2015-03-29T23:48:54,7.45,20150329_234854.a
1.79,126.56,36,2015-03-29T07:50:57,5.69,20150329_075057.a
-18.27,176.68,12,2015-03-28T19:16:38,5.5,20150328_191638.a
23.7,121.55,44,2015-03-23T10:13:51,5.53,20150323_101351.a
-4.79,154.83,22,2015-03-20T15:42:55,5.63,20150320_154255.a
-36.16,-73.9,12,2015-03-18T18:27:35,6.12,20150318_182735.a
1.78,126.48,42,2015-03-17T22:12:32,6.28,20150317_221232.a
-0.53,122.35,25,2015-03-15T23:17:28,6.06,20150315_231728.a
18.71,146.68,62,2015-03-15T04:47:23,5.79,20150315_044723.a
6.51,-82.68,14,2015-03-09T02:48:49,5.77,20150309_024849.a
-6.6,151.8,45,2015-03-07T22:19:02,5.66,20150307_221902.a
50.51,-173.31,12,2015-03-07T13:18:26,5.69,20150307_131826.a
-41.23,80.64,12,2015-03-06T08:22:24,5.95,20150306_082224.a
-0.72,98.58,24,2015-03-03T10:37:35,6.18,20150303_103735.a
0.13,124.63,86,2015-03-01T03:32:37,5.56,20150301_033237.a
16.99,145.67,17,2015-02-27T16:24:54,5.74,20150227_162454.a
30.99,141.93,13,2015-02-25T07:01:04,5.86,20150225_070104.a
6.15,119.87,18,2015-02-25T01:31:44,5.67,20150225_013144.a
39.65,143.32,22,2015-02-24T02:28:58,5.77,20150224_022858.a
18.82,-106.85,15,2015-02-22T14:23:16,6.24,20150222_142316.a
39.83,143.74,12,2015-02-21T10:13:58,5.95,20150221_101358.a
39.85,143.83,12,2015-02-20T04:25:28,6.18,20150220_042528.a
-16.41,168.23,12,2015-02-19T13:18:40,6.39,20150219_131840.a
-10.65,164.08,16,2015-02-18T09:32:31,6.07,20150218_093231.a
8.53,-103.2,12,2015-02-18T00:48:33,5.59,20150218_004833.a
0.64,126.12,33,2015-02-17T02:15:03,5.52,20150217_021503.a
39.78,143.22,22,2015-02-16T23:06:39,6.73,20150216_230639.a
-55.5,-28.14,14,2015-02-16T22:01:00,6.27,20150216_220100.a
22.65,121.39,30,2015-02-13T20:06:35,6.24,20150213_200635.a
52.7,-32.74,25,2015-02-13T18:59:28,7.07,20150213_185928.a
52.66,-31.83,14,2015-02-13T18:48:21,5.7,20150213_184821.a
-65.48,-179.65,12,2015-02-11T21:29:27,5.82,20150211_212927.a
-2.36,119.46,18,2015-02-08T15:09:07,5.53,20150208_150907.a
5.24,-82.65,17,2015-02-05T04:40:57,5.67,20150205_044057.a
-25.6,-175.67,19,2015-02-04T08:20:48,5.62,20150204_082048.a
52.18,-168.57,15,2015-02-03T07:16:57,5.54,20150203_071657.a
14.11,124.65,23,2015-02-02T15:13:43,5.54,20150202_151343.a
-1.47,145.18,16,2015-02-02T08:25:52,5.95,20150202_082552.a
-49.52,-7.77,12,2015-02-01T20:02:25,5.61,20150201_200225.a
-21.26,170.29,16,2015-02-01T13:34:08,5.69,20150201_133408.a
15.26,147.34,12,2015-01-31T12:29:34,5.64,20150131_122934.a
-21.23,170.26,15,2015-01-30T17:58:02,5.97,20150130_175802.a
40.31,-124.31,30,2015-01-28T21:09:01,5.76,20150128_210901.a
1.09,96.95,22,2015-01-27T00:53:23,5.69,20150127_005323.a
-54.72,-135.55,18,2015-01-26T17:44:58,5.56,20150126_174458.a
9.79,122.22,32,2015-01-26T07:09:53,5.53,20150126_070953.a
-5.71,146.31,64,2015-01-21T20:08:38,5.72,20150121_200838.a
4.81,119.83,18,2015-01-19T17:19:49,5.63,20150119_171949.a
-35.31,-106.03,16,2015-01-18T23:13:41,5.65,20150118_231341.a
-5.71,131.84,80,2015-01-17T23:39:54,5.56,20150117_233954.a
-5.47,133.79,22,2015-01-12T20:25:18,5.63,20150112_202518.a
14.85,120.02,67,2015-01-10T19:32:02,5.86,20150110_193202.a
-5.72,68.34,12,2015-01-10T02:05:49,5.65,20150110_020549.a
-61.65,161.23,17,2015-01-08T14:56:35,5.7,20150108_145635.a
5.59,-82.64,23,2015-01-07T05:07:18,6.46,20150107_050718.a
-35.88,-103.37,20,2015-01-07T03:06:47,5.97,20150107_030647.a
-42.98,171.18,12,2015-01-05T17:48:47,5.58,20150105_174847.a
-56.81,-24.43,56,2014-12-29T17:41:55,5.64,20141229_174155.a
8.68,121.45,15,2014-12-29T09:29:40,6.14,20141229_092940.a
6.68,-82.41,18,2014-12-26T23:52:23,5.99,20141226_235223.a
-56.46,147.1,12,2014-12-24T01:58:07,5.93,20141224_015807.a
-54.25,-146.29,33,2014-12-22T07:19:47,5.78,20141222_071947.a
2.29,126.51,33,2014-12-21T11:34:18,6.39,20141221_113418.a
11.55,126.1,18,2014-12-21T00:25:25,5.57,20141221_002525.a
37.43,141.69,44,2014-12-20T09:30:01,5.95,20141220_093001.a
-4.04,99.84,15,2014-12-17T06:10:10,5.79,20141217_061010.a
-10.94,165.71,46,2014-12-16T11:36:36,5.52,20141216_113636.a
-56.91,-25.1,21,2014-12-11T13:53:36,5.56,20141211_135336.a
1.67,126.22,28,2014-12-09T03:09:26,5.73,20141209_030926.a
7.98,-82.63,20,2014-12-08T08:55:00,6.56,20141208_085500.a
13.65,-91.84,26,2014-12-07T21:16:39,6.05,20141207_211639.a
13.69,-91.81,20,2014-12-07T12:11:34,5.84,20141207_121134.a
-6.51,154.31,22,2014-12-07T03:30:06,5.56,20141207_033006.a
-6.62,154.41,17,2014-12-07T01:22:09,6.58,20141207_012209.a
8.0,-82.71,19,2014-12-06T17:21:55,5.99,20141206_172155.a
23.3,100.58,15,2014-12-06T10:20:02,5.55,20141206_102002.a
23.28,100.59,12,2014-12-05T18:43:48,5.61,20141205_184348.a
-2.86,122.48,20,2014-12-03T00:27:07,5.63,20141203_002707.a
1.59,67.65,12,2014-12-01T22:47:30,5.53,20141201_224730.a
-49.16,164.14,34,2014-12-01T13:04:29,5.63,20141201_130429.a
2.51,126.99,27,2014-11-29T19:40:15,5.77,20141129_194015.a
5.69,61.28,12,2014-11-29T13:05:13,5.55,20141129_130513.a
8.53,-104.04,12,2014-11-26T22:26:05,5.5,20141126_222605.a
2.11,126.44,35,2014-11-26T14:33:50,6.77,20141126_143350.a
30.16,101.81,26,2014-11-25T15:19:12,5.74,20141125_151912.a
45.8,27.17,25,2014-11-22T19:14:18,5.67,20141122_191418.a
36.76,137.88,12,2014-11-22T13:08:23,6.25,20141122_130823.a
30.24,101.78,25,2014-11-22T08:55:30,6.12,20141122_085530.a
2.6,127.08,30,2014-11-21T10:10:25,6.54,20141121_101025.a
20.63,120.0,15,2014-11-21T03:29:14,5.79,20141121_032914.a
23.49,93.46,35,2014-11-20T18:14:40,5.67,20141120_181440.a
37.37,141.69,42,2014-11-20T01:51:47,5.61,20141120_015147.a
1.79,126.37,31,2014-11-18T04:47:21,5.77,20141118_044721.a
7.49,94.41,15,2014-11-18T03:25:42,5.71,20141118_032542.a
-46.27,33.79,18,2014-11-17T16:52:50,6.22,20141117_165250.a
-9.64,155.18,12,2014-11-17T01:06:01,5.88,20141117_010601.a
-37.51,179.74,21,2014-11-16T22:33:28,6.68,20141116_223328.a
-0.23,123.99,86,2014-11-15T03:08:05,5.92,20141115_030805.a
1.98,126.37,38,2014-11-15T02:31:49,7.05,20141115_023149.a
-15.28,173.13,12,2014-11-13T10:24:24,5.97,20141113_102424.a
-30.06,-177.45,42,2014-11-10T21:38:04,5.62,20141110_213804.a
-22.79,171.4,18,2014-11-10T10:04:28,5.87,20141110_100428.a
-6.4,148.36,42,2014-11-07T03:34:05,6.63,20141107_033405.a
4.71,94.98,26,2014-11-07T00:20:49,5.63,20141107_002049.a
-41.66,79.97,12,2014-11-03T08:48:35,6.26,20141103_084835.a
4.86,-32.6,12,2014-11-03T08:24:00,5.54,20141103_082400.a
-61.02,153.77,19,2014-11-02T17:17:12,6.01,20141102_171712.a
-31.94,-111.22,12,2014-11-01T11:00:00,6.03,20141101_110000.a
-32.03,-111.2,16,2014-11-01T10:05:47,5.69,20141101_100547.a
-15.12,-174.58,14,2014-10-28T03:15:44,6.01,20141028_031544.a
27.37,128.59,46,2014-10-22T00:15:20,5.76,20141022_001520.a
-63.26,170.04,14,2014-10-21T23:01:19,5.6,20141021_230119.a
0.71,-77.94,12,2014-10-20T19:33:23,5.61,20141020_193323.a
-61.81,161.28,12,2014-10-20T07:58:58,5.72,20141020_075858.a
-3.31,150.89,12,2014-10-19T19:38:43,5.86,20141019_193843.a
31.86,140.6,71,2014-10-15T23:53:05,5.54,20141015_235305.a
32.45,47.87,12,2014-10-15T13:35:57,5.8,20141015_133557.a
64.61,-17.25,12,2014-10-15T11:16:41,5.54,20141015_111641.a
12.33,-88.45,41,2014-10-14T03:51:43,7.28,20141014_035143.a
-46.1,165.74,23,2014-10-13T05:13:50,5.75,20141013_051350.a
57.35,-33.16,12,2014-10-12T05:40:44,5.54,20141012_054044.a
16.35,-95.68,24,2014-10-11T16:46:05,5.5,20141011_164605.a
41.06,143.25,24,2014-10-11T02:35:51,6.04,20141011_023551.a
-32.3,-110.72,17,2014-10-10T04:07:57,5.56,20141010_040757.a
-32.08,-111.19,13,2014-10-09T21:00:04,5.64,20141009_210004.a
-32.68,-111.58,19,2014-10-09T08:14:29,5.67,20141009_081429.a
-32.38,-111.07,18,2014-10-09T02:32:14,6.56,20141009_023214.a
-32.34,-110.81,12,2014-10-09T02:14:42,6.95,20141009_021442.a
30.47,-41.99,12,2014-10-08T03:04:13,5.55,20141008_030413.a
23.85,-108.62,15,2014-10-08T02:40:56,6.1,20141008_024056.a
23.38,100.54,12,2014-10-07T13:49:43,6.12,20141007_134943.a
64.62,-17.26,12,2014-10-07T10:22:34,5.53,20141007_102234.a
15.38,147.66,14,2014-10-06T14:04:11,5.59,20141006_140411.a
-49.59,125.93,19,2014-10-05T07:24:45,5.6,20141005_072445.a
11.43,122.11,24,2014-10-03T08:05:46,5.5,20141003_080546.a
40.23,142.68,37,2014-10-03T00:57:33,5.63,20141003_005733.a
-6.27,149.58,50,2014-10-01T03:38:56,5.97,20141001_033856.a
1.51,67.66,14,2014-09-30T16:46:01,5.53,20140930_164601.a
64.59,-17.32,12,2014-09-29T13:43:04,5.53,20140929_134304.a
-19.31,-176.26,16,2014-09-28T06:23:38,5.68,20140928_062338.a
-9.46,156.35,15,2014-09-25T09:13:54,6.06,20140925_091354.a
27.1,65.81,60,2014-09-25T02:31:59,5.59,20140925_023159.a
-5.68,151.86,36,2014-09-23T15:24:02,5.53,20140923_152402.a
-6.39,151.93,36,2014-09-16T02:35:22,5.5,20140916_023522.a
-21.27,-173.83,18,2014-09-14T18:17:44,5.66,20140914_181744.a
-0.33,125.12,26,2014-09-10T05:16:56,5.89,20140910_051656.a
-0.36,125.06,29,2014-09-10T02:46:11,6.27,20140910_024611.a
64.6,-17.16,12,2014-09-07T07:08:03,5.53,20140907_070803.a
18.93,-107.38,25,2014-09-06T19:23:07,6.13,20140906_192307.a
-26.95,-114.43,15,2014-09-06T07:48:40,5.82,20140906_074840.a
-26.89,-114.56,12,2014-09-06T06:53:17,6.11,20140906_065317.a
-26.84,-114.33,13,2014-09-05T19:36:35,5.74,20140905_193635.a
-21.53,-173.15,46,2014-09-04T05:33:53,6.02,20140904_053353.a
-26.83,-114.67,12,2014-09-03T20:34:05,5.97,20140903_203405.a
-26.82,-114.67,12,2014-09-03T20:28:27,5.5,20140903_202827.a
-10.98,161.91,31,2014-09-03T15:14:54,5.55,20140903_151454.a
-14.89,-173.11,14,2014-09-03T11:34:47,5.65,20140903_113447.a
-14.85,-173.15,12,2014-09-03T08:13:34,5.52,20140903_081334.a
-14.85,-173.22,12,2014-09-03T07:43:38,5.79,20140903_074338.a
64.61,-17.19,12,2014-09-01T11:41:14,5.5,20140901_114114.a
43.8,-28.45,12,2014-08-30T15:29:52,5.53,20140830_152952.a
36.46,23.62,100,2014-08-29T03:45:08,5.81,20140829_034508.a
32.07,132.11,28,2014-08-28T19:14:38,5.88,20140828_191438.a
-15.55,-177.84,23,2014-08-27T16:31:20,5.71,20140827_163120.a
-16.2,-73.13,90,2014-08-25T14:31:40,5.52,20140825_143140.a
-55.38,-28.32,12,2014-08-24T20:21:28,5.63,20140824_202128.a
38.31,-122.38,12,2014-08-24T10:20:49,6.07,20140824_102049.a
-32.76,-71.74,42,2014-08-23T22:32:29,6.42,20140823_223229.a
-20.13,-69.23,125,2014-08-23T04:45:38,5.56,20140823_044538.a
-5.27,150.59,12,2014-08-21T02:11:36,5.94,20140821_021136.a
-59.25,-16.97,20,2014-08-20T23:18:26,5.61,20140820_231826.a
52.61,175.39,12,2014-08-20T20:12:42,5.57,20140820_201242.a
32.51,47.62,14,2014-08-20T10:14:17,5.6,20140820_101417.a
32.5,47.57,12,2014-08-18T18:08:25,5.95,20140818_180825.a
32.59,47.6,18,2014-08-18T05:25:54,5.78,20140818_052554.a
32.59,47.53,12,2014-08-18T02:32:10,6.21,20140818_023210.a
-3.34,145.5,12,2014-08-13T05:54:38,5.58,20140813_055438.a
13.85,145.16,102,2014-08-13T00:30:51,5.62,20140813_003051.a
-41.4,-86.08,15,2014-08-11T13:32:18,5.63,20140811_133218.a
5.81,127.12,84,2014-08-10T13:33:24,5.54,20140810_133324.a
41.25,142.37,49,2014-08-10T03:43:21,6.11,20140810_034321.a
-7.13,127.92,20,2014-08-06T11:45:28,6.19,20140806_114528.a
-4.11,-81.14,34,2014-08-03T21:02:43,5.54,20140803_210243.a
27.06,103.5,15,2014-08-03T08:30:16,6.15,20140803_083016.a
28.03,128.07,12,2014-08-03T04:06:06,5.81,20140803_040606.a
0.89,146.23,19,2014-08-03T00:22:11,6.84,20140803_002211.a
